,PCT filing number,Patent number,PCT filing date ,Title of invention (English),Owners,Individual/ResearchOrganization/Company,Country of Owner,Inventors,Country of Inventor,Invention aspect ,Type of mechanism or work involved,Plant used,Treatment,Commercial status,Grant date,PCT publication date, International Patent Classification 
305,PCT/RU2005/000164,WO 2005/102372,04-04-2005,COMPOSITIONS FOR CORRECTING AGE RELATED CHANGES OF A HUMAN ENDOCRINE SYSTEM AND METHODS FOR PRODUCING A PHARMACEUTICAL FORM BASES ON SAID COMPOSITIONS,OBSCHESTVO S OGRANICHENNOI OTV,Company,Russia,BOGORAD ROMAN LVOVICH; KUZINA IRINA NIKOLAEVNA; MUSAEVA ADILYA RAFIK KYZY; PERMINOVA IRINA OLEGOVNA; SMIRNOVA OLGA VYACHESLAVOVNA,Russia,Uses and Composition ,Oral administration,Ginseng root extract and a dry Nettle root extrac,For correction of age-related changes in the human endocrine system,Y,2007-02-14 00:00:00,2005-11-03 00:00:00," A61K 36/18    (2006.01)
A61K 35/12    (2006.01) 
A61K 31/56    (2006.01) 
A61P 5/00    (2006.01)  "
306,PCT/US2005/009783,WO 2005/094862,23-03-2005,Compositions and method for alleviating inflammation and oxidative stress in a mammal,Lifeline Nutraceuticals Corporation,Company,U.S.A," MYHILL, Paul, R.; DRISCOLL, William, J.",U.S.A,Composition of the medicine,Composition of the medicine," Bacopa monnier, milk thistle, ashwagandha powder,
green tea, Centella asiatica, Ginko biloba, Aloe vera, turmeric",For alleviating inflammation and oxidative stress,Y,2015-08-26 00:00:00,2005-10-13 00:00:00,"A61K 36/68 (2006.01) A61K 36/28 (2006.01)
A61K 36/81 (2006.01) A61K 36/82 (2006.01)
A61K 36/23 (2006.01) A61K 36/16 (2006.01)
A61K 36/886 (2006.01) A61K 36/906 (2006.01)
A61K 31/195 (2006.01) A61K 36/80 (2006.01)
A61K 36/9066 (2006.01) A61K 38/44 (2006.01)
A61K 45/06 (2006.01) A61K 36/63 (2006.01)"
307,5010645.9,EP 1 723 960 A1,17-05-2005,"Botanical compositions having oral insulin-like hypoglycemic activity, with hypolipidemic and antimicrobial activities",JESADANONT APIJADE; JESADANONT MONGKOL; JESADANONT SUKANYA; WIJITPHAN KAMOL,Individual,Thailand ,JESADANONT APIJADE; JESADANONT MONGKOL; JESADANONT SUKANYA; WIJITPHAN KAMOL,Thailand ,Composition of the medicine,Extraction by water; Composition of the medicine,Malvastrum coromandelianum and/or Coscinium fenestratum,For diabetes mellitus,N,2006-11-22 00:00:00,-," A61K 36/00    (2006.01) A61K 36/18    (2006.01) 
A61P 3/00    (2006.01) 
A61P 17/02    (2006.01) "
308,5075951.3,EP 1 714 675 A1,21-04-2005,Method for increasing the speed of wound healing of injured animals,DESOL BV,Company,Netherlands,FORIER RUDI LUDOVICUS FLORENT; VAN DEN ELSHOUT WILHELMUS HUBE,"Belgium, Netherlands",Uses and Composition ,As animal food,"Aloe vera, Centella asiatica, Calendula, Horse chestnut, Chamomile",For wound healing,Y,2006-10-25 00:00:00,-," A61P 17/02    (2006.01)
A23K 1/16    (2006.01) 
A23K 1/18    (2006.01)  "
309,PCT/IN2003/000406,WO 2005/063271,29-12-2003, HERBAL COMPOSITION FOR GASTROINTESTINAL DISORDER,COUNCIL SCIENT IND RES,Company,India,AMRESH; MEHROTRA S; OJHA S K; PUSHPANGADAN P; RAO CHANDANA V; SINGH R A K,India,Composition of the medicine,Oral administration,"Cissampelos pareira, Hirsuta, Chondrodendron tomentosum, Chondrodendron platyphyllum",For Gastrointestinal tract,Y,2008-08-13 00:00:00,2005-07-14 00:00:00," A61P 1/12    (2006.01)
A61K 36/22    (2006.01) 
A61K 36/54    (2006.01) 
A61K 36/59    (2006.01) "
310,PCT/IN2003/000082,WO 2004/084852,26-03-2003,NONTOXIC DENTAL CARE HERBAL FORMULATION FOR PREVENTING DENTAL PLAQUE AND GINGIVITIS,COUNCIL SCIENT IND RES,Company,India,BEHL HARI MOHAN; MEHROTRA SHANTA; PUSHPANGADAN PALPU; SIDHU OM PRAKASH; SINGH SAIMBI CHARANJIT,India,Formulation of medicine,Used orally,"Citrullus colocynthis,Cucumis sativus, Cucumis sativus and neem",For dental health,Y,2008-12-03 00:00:00,2004-10-07 00:00:00,"A61Q 11/00    (2006.01)
A61K 8/97    (2006.01)  "
311,PCT/SG2004/000016,WO 2004/062681,16-01-2004,HERBAL COMPOSITIONS FOR PROSTATE CONDITIONS,HEALTHAID ENTPR PTE LTD,Company,Hong Kong,KUOK KOON YONG; LY HIEN,Hong Kong,Composition of the medicine,"As capsules, tablets, liquid, powder, soft gel","Pygeum extract, Pumpkin seed, Stinging nettle, Echinacea, Garlic, Ginkgo biloba",For disorders of prostate gland,Y,2007-08-15 00:00:00,2004-07-29 00:00:00,A61K 36/00    (2006.01)A61P 13/08    (2006.01)
312,PCT/SG2004/000016,WO 2004/062681,16-01-2004,HERBAL COMPOSITIONS FOR PROSTATE CONDITIONS,HEALTHAID ENTPR PTE LTD,Company,Hong Kong,KUOK KOON YONG; LY HIEN,Hong Kong,Composition of the medicine,"As capsules, tablets, liquid, powder, soft gel","Pygeum extract, Pumpkin seed, Stinging nettle, Echinacea, Garlic, Ginkgo biloba",For disorders of prostate gland,Y,2007-08-15 00:00:00,2004-07-29 00:00:00,A61K 36/00    (2006.01)A61P 13/08    (2006.01)
313,PCT/GB2004/000198,WO 2004/064715,21-01-2004,POLYHYDROXYLATED PYRROLIZIDINE,SUMMIT (WALES) LIMITED,Company,Great Britain,"WATSON, Alison Ann; NASH, Robert James; EVINSON, Emma Louisa",Great Britain,Formulation of medicine,Administered  orally or parenterally, Casuarine and certain casuarine analogues,For  immunological diseases and disorders,Y,2012-06-27 00:00:00,2004-08-05 00:00:00,"C07H 3/02 (2006.01) A61K 31/7028 (2006.01)
A61K 31/407 (2006.01) A61K 45/06 (2006.01)
C07D 487/04 (2006.01)"
314,5007035.8,EP 1 584 240 B1,31-03-2005,Compositions for herbal teas enriched with dried plant extracts,ABOCA S.p.A,Company,Italy,"Mercati, Valentino",Italy,"Herbal tea containing formulations in the form of plant extracts, one of the extracts being in the form of a water-dispersible granulate, which can also be packaged ready for use in monodose filter bags","Variety of herbal plants used, wherein the extract is a dried aqueous or hydroethanolic extract","Black cohosh, passion flower, sage, liquorice, star anise, butcher’s broom, camomile, centella, witch hazel, red vine, mint, green tea, black tea, fennel, lime, lemon balm, mallow, dog rose, ginkgo, karkadé, senna, java tea, rooibos tea, bilberry, goldenrod, grindelia, artichoke and dandelion",-,Y,10.10.2012,-,A23F 3/34
315,5007035.8,EP 1 584 240 A1,31-03-2005,Compositions for herbal teas enriched with dried plant extracts,ABOCA S.p.A,Company,Italy,"Mercati, Valentino",Italy,"Herbal tea containing formulations in the form of plant extracts, one of the extracts being in the form of a water-dispersible granulate, which can also be packaged ready for use in monodose filter bags","Variety of herbal plants used, wherein the extract is a dried aqueous or hydroethanolic extract","Black cohosh, passion flower, sage, liquorice, star anise, butcher’s broom, camomile, centella, witch hazel, red vine, mint, green tea, black tea, fennel, lime, lemon balm, mallow, dog rose, ginkgo, karkadé, senna, java tea, rooibos tea, bilberry, goldenrod, grindelia, artichoke and dandelion",-,Y,12.10.2005,-,A23F 3/34
316,PCT/KR2003/002852,WO 2004/058284,26-12-2003,ANTI-OBESITY INGREDIENTS FROM MEDICINAL PLANTS AND THEIR COMPOSITION,"Korea Institute of Oriental Medicine; SK Chemicals, Co., Ltd.",Research Institute,South Korea,"YOON, Yoo Sik; KIM, Sun, Hyoung; HAN Chang-Kyun; CHOI Wonrack; JEON, Hyo, Jin; IM, Guang-Jin; KIM, Yong, Hyuk; KUM, Do, Seung; KWAK, Wie-Jong",South Korea,"Invention comprising the use of herbal plant extracts for treating obesity, exhibiting a main efficacy to extinguish heat and wet from the view of oriental medicine, respectively",The plant extracts have defined weight ratios in the herbal composition,"Ephedrae Herba, Scutellariae Radix, Typhae Pollen, Acorus gramineus Rhizome, Armeniacae Semen, Nelumbinus Folium, Polygalae Radix",Obesity,Y,23.09.2009,15.07.2004,A61K 36/17; A61K 36/88; A61K 36/539; A61P 3/04
317,PCT/IB2002/005654,WO 2004/058283,30-12-2002,"DEVELOPMENT OF AN ANTI-COUGH, ANTI-TUSSIVE AND THROAT SOOTHING HERBAL FORMULATION",COUNCIL OF SCIENTIFIC AND INDUSTRIAL RESEARCH,Research Institute,India,"PALPU, Pushpangadan; RAGHAVAN, Govindarajan; MADHAVAN, Vijayakumar; MEHROTRA, Shanta; SINGH, Rawat Ajay Kumar; RAO, Chandana V.",India,Herbal anti-cough throat relief formulation which prevents the dryness of mouth and cracking of voice by toning the vocal cord,"Synergistic preparation of various herbal plant parts such as fruit, rhizome and root","Piper cubeba, Glycyrrhiza glabra, Acorus calamus, Alpinia galanga and Zingiber officinale",Cough,Y,27.06.2007,15.07.2004,A61K 36/00; A61P 11/14
318,PCT/IB2002/005518,WO 2004/056381,19-12-2002,ANTIULCER HERBAL COMPOSITION,COUNCIL OF SCIENTIFIC AND INDUSTRIAL RESEARCH,Research Institute,India,"PALPU, Pushpangadan; RAGHAVAN, Govindarajan; SHANTA, Mehrotra; RAO, Chandana V.; NAIR, Radhakrishnan Krishnan",India,Invention comprising novel herbal synergistic formulation with anti-ulcer properties which can also check internal bleeding,"By various methods of extraction and processing, wherin the mixture is formulated into a tablet or capsule","Ulteria salicifolia, Asparagus racemosus, Foeniculum vulgare, Ficus glomerata",Peptic ulcer,Y,06.12.2006,08.07.2004,A61K 36/27; A61K 36/235; A61K 36/8965; A61K 36/60; A61K 125/00; A61P 1/04
319,PCT/IL2003/000159,WO 2004/047813,03-03-2003,SOLID MUCOADHESIVE COMPOSITION,Izun Pharmaceuticals Corporation,Company,U.S.A,"LEVINE, William; SAFFER, Aron",Israel,An adhesive solid dosage form of invention comprising herbal extracts as active ingredients for treatment of mucosal lesions,"By mixing, drying, milling, and other processes to obtain the desired product ","Sambucus nigra, Centella asiatica, Echinacea purpurea",Mucosal lesions,Y,29.11.2006,10.06.2004,A61K 9/70; A61K 36/18; A61K 9/36
320,PCT/EP2003/012416,WO 2004/050816,11-03-2003,DETERGENT COMPOSITIONS,"UNILEVER PLC, UNILEVER N.V",Company,"U.K, Netherlands","HAFKAMP, Rudolfus, Johannes, Hendrikus; WIERENGA, Antje, Minke",Netherlands,"Laundry detergent which can exhibit mildness to the skin, comprising a minor amount of a herbal extract with a clay carrier",Percentage weight dependent composition,Aloe vera,-,Y,21.02.2007,17.06.2004,C11D 3/382; C11D 3/12
321,PCT/JP2003/009529,WO 2004/010969,28-07-2003,CHINESE HERBAL MEDICAL COMPOSITION IN THE FORM OF JELLY,"TEIKOKU SEIYAKU CO., LTD.",Company,Japan,"FUKUCHI, Tsunehiro; MATSUURA, Koji; TATSUMI, Noboru;  DAIRAKU, Masatake; TOGASHI, Mitsuo",Japan,"Chinese herbal medical jelly composition which hardly causes syneresis, is superior in the preservative stability and can be orally taken without concern for bitter taste","By using carrageenan, carob bean gum or xanthan gum for preparing the jelly",-,-,Y,07.05.2014,05.02.2004,A61K 9/00; A61K 47/36; A61K 36/00
322,PCT/JP2003/009529,WO 2004/010969,28-07-2003,CHINESE HERB MEDICINE COMPOSITION IN THE FORM OF JELLY,"Teikoku Seiyaku Co., Ltd.; Ohta Pharmaceutical Co., Ltd.",Company,Japan,"FUKUCHI, Tsunehiro; MATSUURA, Koji; TATSUMI, Noboru;  DAIRAKU, Masatake; TOGASHI, Mitsuo",Japan,"Chinese herbal medical jelly composition which hardly causes syneresis, is superior in the preservative stability and can be orally taken without concern for bitter taste","By using carrageenan, carob bean gum or xanthan gum for preparing the jelly",-,-,Y,15.06.2005,05.02.2004,A61K 9/00; A61K 35/78; A61K 47/36
323,PCT/US2003/012593,WO 2004/002507,24-04-2003,"HERBAL COMPOSITION FOR TREATING OR ALLEVIATING VASCULAR HEADACHES, NEUROLOGICAL CONDITIONS AND NEURODEGENERATIVE DISEASES","Chada, Murali Krishna; Kuppapm, Chandrasekhara Rao",Individual,"USA, India","Chada, Murali Krishna; Kuppapm, Chandrasekhara Rao","USA, India","Compositions made from plant extracts for treating diseases indicated by vasodilation, neuronal cell death and altered electrical activity in the brain",Dosage dependent composition,"Moringa oleifera, Piper nigrum, Nicotiana tabacum","Migraine, Parkinson's disease, Alzheimer's disease, Glaucoma, Epilepsy, chronic depression",N,10.12.2008,08.01.2004,"A61K 36/185; A61K 36/67;
A61K 36/81; A61P 25/00;
A61P 25/06"
324,PCT/ES2003/000177,WO 2003/090768,16-04-2003,HERBAL PRODUCT TO BE ADMINISTERED TO DIABETIC INDIVIDUALS AND THE PRODUCTION METHOD THEREOF,"Agreda Navajas, Juan Carlos; Martin Pinto, Fidel",Individual,Spain,"BELO MALUENDAS, Efren, William; AGREDA NAVAJAS, Juan Carlos; MARTIN PINTO, Fidel",Spain,Herbal drug for administration to diabetes type II patients which has hypoglycaemic activity,"The product formulation consists of a mixture of two plants, one belonging to Myrtaceae and the other belonging to Caesalpinoideae","Syzygium sp., Bauhinia sp.",Type II Diabetes,Y,26.11.2008,06.11.2003,A61K 36/61; A61K 36/48; A61P 3/10
325,PCT/ES2003/000177,WO 2003/090768,16-04-2003,HERBAL PRODUCT TO BE ADMINISTERED TO DIABETIC INDIVIDUALS AND THE PRODUCTION METHOD THEREOF,"Agreda Navajas, Juan Carlos; Martin Pinto, Fidel",Individual,Spain,"BELO MALUENDAS, Efren, William",Spain,Herbal drug for administration to diabetes type II patients which has hypoglycaemic activity,"The product formulation consists of a mixture of two plants, one belonging to Myrtaceae and the other belonging to Caesalpinoideae","Syzygium sp., Bauhinia sp.",Type II Diabetes,Y,02.02.2005,06.11.2003,A61K 35/78; A61P 3/10
326,3015671.5,EP 1 498 130 B1,18-07-2003,Pharmaceutical composition of 4 herb extracts and method for its manufacture,INDUSTRIAL TECHNOLOGY RESEARCH INSTITUTE,Research Institute,Taiwan,"Lyu, Rong-Ming; Pan, I-Hong; Lo, Jir-mehng; Jiang, Sue-Fen; Su, Sheau-Ni; Hsu, Nai-Yun; Shen, Shih Cheng; Wu, Hsin-Chieh; Lee, Lain-Tze",Taiwan,A pharmaceutical composition to alleviate the symptoms of allergic asthma and treat allergic disorders,The extraction is performed in 0% to 95% alcohol,"Radix Dioscorea, Rhizoma Alismatis, Poria cocos and Scutellaria Baicalensis",Allergic disorders,Y,21.03.2007,-,A61K 36/00; A61K 9/16; A61P 11/06
327,3015671.5,EP 1 498 130 B1,18-07-2003,Pharmaceutical composition of 4 herb extracts and method for its manufacture,INDUSTRIAL TECHNOLOGY RESEARCH INSTITUTE,Research Institute,Taiwan,"Lyu, Rong-Ming; Pan, I-Hong; Lo, Jir-mehng; Jiang, Sue-Fen; Su, Sheau-Ni; Hsu, Nai-Yun; Shen, Shih Cheng; Wu, Hsin-Chieh; Lee, Lain-Tze; Lai, Yih-Loong; Tsai, Jaw-Ji",Taiwan,A pharmaceutical composition for treating immunological disorders by maximising anti-inflammatory activity and regulating the secretion of cytokines such as eotaxin and IL-4,"By novel manufacturing procedures consisting of decoction, filtering, pH regulation purification and other processes to form the desired product","Radix Dioscorea, Rhizoma Alismatis, Poria cocos and Scutellaria Baicalensis",Immunological disorders,Y,19.01.2005,-,A61K 35/78; A61P 11/06
328,PCT/IN2002/000074,EP 1 487 283 B1,27-03-2002,PREPARATION OF NUTRIENT RICH SALT OF PLANT ORIGIN,COUNCIL OF SCIENTIFIC AND INDUSTRIAL RESEARCH,Research Institute,India,"GHOSH, Pushpito Kumar; REDDY, Muppala Parandhami; PANDYA, Jayant Batukrai; PATOLIA, Jinalal Shambhubhai; VAGHELA, Shambhubhai Mohanbhai; GANDHI, Maheshkumar Ramaniklal; SANGHVI, Rahul Jaswantrai; KUMAR, Vaddiparty Gangadhara Sravan; SHAH, Mukesh Tribhovanbhal",India,"Preparation of nutritious salt formulations from edible salt tolerant oil-bearing plants, in which the process of recovery of salt does not interfere with the recovery of oil from the plant",By growing salt tolerant edible halophytic plants on saline soils and irrigating with a mixture of seawater and waste bitterns,Salicornia brachiata and Suaeda nudiflora,-,Y,14.12.2005,02.10.2003,A23L 1/237; A23L 1/30
329,PCT/EP2003/000285,WO 2003/064583,13-01-2003,DETERGENT COMPOSITIONS,"UNILEVER PLC, UNILEVER N.V",Company,"U.K, Netherlands","Beers, Olaf Cornelis P.; Hafkamp, Rudolfus J.H.",Netherlands,"Laundry detergent which can exhibit mildness to the skin, comprising a minor amount of a herbal extract with a clay carrier",Percentage weight dependent composition,Aloe vera,-,Y,21.03.2007,07.08.2003,C11D 3/382; C11D 17/00
330,PCT/KR2003/000003,WO 2003/056929,01-02-2003,METHOD FOR PROCESSING GINSENG AND THE USES OF EXTRACT OF PROCESSED GINSENG,"LOTTE CONFECTIONERY CO., Ltd.; Park, Myung Hwan",Company,South Korea,"PARK, Myung Hwan",South Korea,Invention that can be formulated into supplementary health drinks or health foods/ drugs wherein the relaxation rate of blood vessels is increased,By mixing the herbal ingredients and heating the mixture to a temperature of 70-120 degrees Celsius,"Ginseng, Schizandrae Fructus, Crataegi Fructus,
Corni Fructus, Chaenomelis Fructus, Mume Fructus, Citrus junos, and Aurantii Fructus",-,Y,06.04.2016,17.07.2003,A23L 29/00
331,3027870.9,EP 1 466 608 B1,12-04-2003,"Herbal composition comprising Angelica gigantis, Cnidium officinale and Paeonia japonica",Korea Atomic Energy Research Institute,Research Institute,South Korea,"Jo, Sung Kee; Kim, Sung Ho; Yee, Sung Tae; Park, Hae Ran; Oh, Heon; Byun, Myung Woo ",South Korea,"Herbal composition which can improve anti-cancer activity, immune response and hematopoiesis of the body and also protect it from oxidative damage",Comprises a hot-water extract from a mixture of the plants in equal weight ratio and a polysaccharide fraction as a precipitate formed by adding ethanol to a second hot-water extract with the same weight ratio,"Angelica gigantis, Cnidium officinale and Paeonia japonica",Cancer,Y,05.04.2006,-,A61K 36/232; A61K 36/234; A61K 36/65; A61K 125/00; A61P 35/00; A61P 37/04
332,3027870.9,EP 1 466 608 B1,12-04-2003,"Herbal composition comprising Angelica gigantis, Cnidium officinale and Paeonia japonica",Korea Atomic Energy Research Institute,Research Institute,South Korea,"Jo, Sung Kee; Kim, Sung Ho; Yee, Sung Tae; Park, Hae Ran; Oh, Heon; Byun, Myung Woo ",South Korea,"Herbal composition which can improve anti-cancer activity, immune response and hematopoiesis of the body and also protect it from oxidative damage",Comprises a hot-water extract from a mixture of the plants in equal weight ratio and a polysaccharide fraction as a precipitate formed by adding ethanol to a second hot-water extract with the same weight ratio,"Angelica gigantis, Cnidium officinale and Paeonia japonica",Cancer,Y,13.10.2004,-,A61K 35/78; A61P 35/00; A61P 37/04
333,PCT/US2002/017810,WO 2003/052114,06-06-2002,"HERBAL COMPOSITION FOR IMPROVING ORAL HYGIENE, AND METHODS OF USING SAME",V. Mane Fils,Company,France,"WOLFSON, Philip, E.",USA,"Compositions for treating xerostomia, alleviating pain and addressing a variety of oral conditions and sensations","Prepared by contacting the plant material with an appropriate solvent to prepare a botanical tincture, or by CO2 extraction, freeze-drying or spray-drying",Heliopsis longipes,"Oral hygiene, xerostomia",Y,14.08.2013,26.06.2003,A61K 8/97; A61Q 11/00; A61K 36/28
334,PCT/HR2002/000038,WO 2003/035087,30-08-2002,COMPOSITION FOR PROTECTION AND REGENERATION OF STRUCTURE AND FUNCTION OF THE LIVER,"Leko, Vladamir",Individual,Croatia,"Leko, Vladamir",Croatia,Compositions which have a soothing effect on liver and help in its protection and regeneration,"The composition is made from St. Mary Thistle, medicinal plants containing ether oils and bitter substances","Cardui mariae, peppermint and Helichrysiflos, yarrow, dandelion, buckbean",Hepatitis,N,03.01.2007,01.05.2003,A61K 36/00; A61P 1/16
335,3027089.6,EP 1 407 778 A1,12-07-1998,Compositions and methods for weight reduction,PhytoFit Ltd,Company,U.K,"Hessel, Lasse",Denmark,Herbal composition that can inhibit gastric emptying time and increase the BMR of the body for weight reduction,Variety of herbal plants composition,"Buchu, vervain, damiana, guarana, paraguay, kola, ginseng",Obesity,Y,14.04.2004,-,A61K 35/78
